date	mentions
29-Jun-15	32
30-Jun-15	86
1-Jul-15	70
2-Jul-15	131
3-Jul-15	81
4-Jul-15	38
5-Jul-15	25
6-Jul-15	31
7-Jul-15	93
8-Jul-15	114
9-Jul-15	41
10-Jul-15	53
11-Jul-15	23
12-Jul-15	18
13-Jul-15	40
14-Jul-15	40
15-Jul-15	35
16-Jul-15	40
17-Jul-15	31
18-Jul-15	10
19-Jul-15	15
20-Jul-15	19
21-Jul-15	22
22-Jul-15	49
23-Jul-15	39
24-Jul-15	44
25-Jul-15	21
26-Jul-15	18
27-Jul-15	32
28-Jul-15	31
29-Jul-15	34
30-Jul-15	34
31-Jul-15	36
1-Aug-15	437
2-Aug-15	81
3-Aug-15	117
4-Aug-15	72
5-Aug-15	59
6-Aug-15	43
7-Aug-15	66
8-Aug-15	21
9-Aug-15	18
10-Aug-15	34
11-Aug-15	37
12-Aug-15	38
13-Aug-15	52
14-Aug-15	39
15-Aug-15	25
16-Aug-15	13
17-Aug-15	39
18-Aug-15	71
19-Aug-15	68
20-Aug-15	71
21-Aug-15	140
22-Aug-15	23
23-Aug-15	44
24-Aug-15	29
25-Aug-15	29
26-Aug-15	29
27-Aug-15	33
28-Aug-15	36
29-Aug-15	17
30-Aug-15	23
31-Aug-15	40
1-Sep-15	191
2-Sep-15	75
3-Sep-15	33
4-Sep-15	24
5-Sep-15	29
6-Sep-15	13
7-Sep-15	34
8-Sep-15	47
9-Sep-15	32
10-Sep-15	19
11-Sep-15	123
12-Sep-15	36
13-Sep-15	19
14-Sep-15	100
15-Sep-15	28
16-Sep-15	33
17-Sep-15	31
18-Sep-15	60
19-Sep-15	21
20-Sep-15	22
21-Sep-15	68
22-Sep-15	278
23-Sep-15	68
24-Sep-15	26
25-Sep-15	31
26-Sep-15	16
27-Sep-15	11
28-Sep-15	26
29-Sep-15	36
30-Sep-15	45
1-Oct-15	25
2-Oct-15	21
3-Oct-15	8
4-Oct-15	51
5-Oct-15	90
6-Oct-15	47
7-Oct-15	28
8-Oct-15	9
9-Oct-15	25
10-Oct-15	11
11-Oct-15	6
12-Oct-15	21
13-Oct-15	13
14-Oct-15	12
15-Oct-15	25
16-Oct-15	18
17-Oct-15	12
18-Oct-15	8
19-Oct-15	27
20-Oct-15	58
21-Oct-15	5
22-Oct-15	2
23-Oct-15	59
24-Oct-15	40
25-Oct-15	21
26-Oct-15	41
27-Oct-15	30
28-Oct-15	62
29-Oct-15	27
30-Oct-15	25
31-Oct-15	12
1-Nov-15	10
2-Nov-15	40
3-Nov-15	57
4-Nov-15	64
5-Nov-15	90
6-Nov-15	30
7-Nov-15	10
8-Nov-15	13
9-Nov-15	31
10-Nov-15	46
11-Nov-15	37
12-Nov-15	25
13-Nov-15	30
14-Nov-15	15
15-Nov-15	16
16-Nov-15	27
17-Nov-15	26
18-Nov-15	26
19-Nov-15	55
20-Nov-15	68
21-Nov-15	18
22-Nov-15	19
23-Nov-15	21
24-Nov-15	11
25-Nov-15	36
26-Nov-15	39
27-Nov-15	29
28-Nov-15	11
29-Nov-15	11
30-Nov-15	35
1-Dec-15	59
2-Dec-15	37
3-Dec-15	119
4-Dec-15	22
5-Dec-15	4
6-Dec-15	13
7-Dec-15	32
8-Dec-15	63
9-Dec-15	834
10-Dec-15	177
11-Dec-15	62
12-Dec-15	29
13-Dec-15	15
14-Dec-15	40
15-Dec-15	39
16-Dec-15	36
17-Dec-15	20
18-Dec-15	17
19-Dec-15	48
20-Dec-15	20
21-Dec-15	20
22-Dec-15	27
23-Dec-15	34
24-Dec-15	15
25-Dec-15	12
26-Dec-15	7
27-Dec-15	7
28-Dec-15	15
29-Dec-15	13
30-Dec-15	19
31-Dec-15	12
1-Jan-16	6
2-Jan-16	6
3-Jan-16	11
4-Jan-16	18
5-Jan-16	13
6-Jan-16	21
7-Jan-16	23
8-Jan-16	17
9-Jan-16	6
10-Jan-16	10
11-Jan-16	31
12-Jan-16	16
13-Jan-16	30
14-Jan-16	31
15-Jan-16	42
16-Jan-16	28
17-Jan-16	29
18-Jan-16	41
19-Jan-16	69
20-Jan-16	120
21-Jan-16	39
22-Jan-16	29
23-Jan-16	10
24-Jan-16	13
25-Jan-16	28
26-Jan-16	40
27-Jan-16	18
28-Jan-16	20
29-Jan-16	18
30-Jan-16	9
31-Jan-16	6
1-Feb-16	14
2-Feb-16	41
3-Feb-16	35
4-Feb-16	12
5-Feb-16	24
6-Feb-16	4
7-Feb-16	11
8-Feb-16	12
9-Feb-16	17
10-Feb-16	42
11-Feb-16	26
12-Feb-16	10
13-Feb-16	6
14-Feb-16	14
15-Feb-16	26
16-Feb-16	27
17-Feb-16	41
18-Feb-16	165
19-Feb-16	63
20-Feb-16	20
21-Feb-16	15
22-Feb-16	21
23-Feb-16	17
24-Feb-16	11
25-Feb-16	39
26-Feb-16	27
27-Feb-16	10
28-Feb-16	8
29-Feb-16	26
1-Mar-16	19
2-Mar-16	18
3-Mar-16	24
4-Mar-16	26
5-Mar-16	10
6-Mar-16	7
7-Mar-16	13
8-Mar-16	24
9-Mar-16	32
10-Mar-16	24
11-Mar-16	26
12-Mar-16	14
13-Mar-16	21
14-Mar-16	98
15-Mar-16	60
16-Mar-16	34
17-Mar-16	26
18-Mar-16	38
19-Mar-16	10
20-Mar-16	4
21-Mar-16	36
22-Mar-16	17
23-Mar-16	15
24-Mar-16	18
25-Mar-16	11
26-Mar-16	11
27-Mar-16	8
28-Mar-16	19
29-Mar-16	21
30-Mar-16	17
31-Mar-16	11
1-Apr-16	24
2-Apr-16	7
3-Apr-16	14
4-Apr-16	22
5-Apr-16	12
6-Apr-16	24
7-Apr-16	15
8-Apr-16	19
9-Apr-16	7
10-Apr-16	6
11-Apr-16	19
12-Apr-16	40
13-Apr-16	22
14-Apr-16	16
15-Apr-16	25
16-Apr-16	14
17-Apr-16	2
18-Apr-16	23
19-Apr-16	17
20-Apr-16	10
21-Apr-16	13
22-Apr-16	19
23-Apr-16	7
24-Apr-16	11
25-Apr-16	29
26-Apr-16	25
27-Apr-16	17
28-Apr-16	23
29-Apr-16	21
30-Apr-16	10
1-May-16	10
2-May-16	1596
3-May-16	388
4-May-16	110
5-May-16	236
6-May-16	157
7-May-16	29
8-May-16	23
9-May-16	35
10-May-16	30
11-May-16	27
12-May-16	23
13-May-16	20
14-May-16	11
15-May-16	9
16-May-16	21
17-May-16	12
18-May-16	11
19-May-16	15
20-May-16	20
21-May-16	5
22-May-16	16
23-May-16	14
24-May-16	22
25-May-16	81
26-May-16	31
27-May-16	25
28-May-16	10
29-May-16	11
30-May-16	77
31-May-16	316
1-Jun-16	31
2-Jun-16	16
3-Jun-16	16
4-Jun-16	7
5-Jun-16	9
6-Jun-16	13
7-Jun-16	16
8-Jun-16	17
9-Jun-16	14
10-Jun-16	16
11-Jun-16	5
12-Jun-16	3
13-Jun-16	23
14-Jun-16	18
15-Jun-16	13
16-Jun-16	13
17-Jun-16	31
18-Jun-16	8
19-Jun-16	3
20-Jun-16	59
21-Jun-16	47
22-Jun-16	24
23-Jun-16	20
24-Jun-16	30
25-Jun-16	16
26-Jun-16	9
27-Jun-16	19
28-Jun-16	34
29-Jun-16	20
30-Jun-16	14
1-Jul-16	28
2-Jul-16	8
3-Jul-16	6
4-Jul-16	27
5-Jul-16	35
6-Jul-16	47
7-Jul-16	22
8-Jul-16	17
9-Jul-16	8
10-Jul-16	4
11-Jul-16	15
12-Jul-16	21
13-Jul-16	15
14-Jul-16	18
15-Jul-16	9
16-Jul-16	9
17-Jul-16	21
18-Jul-16	17
19-Jul-16	12
20-Jul-16	10
21-Jul-16	10
22-Jul-16	18
23-Jul-16	5
24-Jul-16	1
25-Jul-16	57
26-Jul-16	668
27-Jul-16	531
28-Jul-16	22
29-Jul-16	14
30-Jul-16	2
31-Jul-16	19
1-Aug-16	9
2-Aug-16	12
3-Aug-16	226
4-Aug-16	72
5-Aug-16	37
6-Aug-16	12
7-Aug-16	8
8-Aug-16	83
9-Aug-16	45
10-Aug-16	15
11-Aug-16	25
12-Aug-16	33
13-Aug-16	18
14-Aug-16	24
15-Aug-16	31
16-Aug-16	20
17-Aug-16	26
18-Aug-16	54
19-Aug-16	29
20-Aug-16	18
21-Aug-16	12
22-Aug-16	22
23-Aug-16	17
24-Aug-16	27
25-Aug-16	21
26-Aug-16	17
27-Aug-16	13
28-Aug-16	24
29-Aug-16	40
30-Aug-16	20
31-Aug-16	16
1-Sep-16	9
2-Sep-16	18
3-Sep-16	11
4-Sep-16	4
5-Sep-16	15
6-Sep-16	21
7-Sep-16	8
8-Sep-16	15
9-Sep-16	10
10-Sep-16	11
11-Sep-16	16
12-Sep-16	13
13-Sep-16	31
14-Sep-16	25
15-Sep-16	20
16-Sep-16	10
17-Sep-16	41
18-Sep-16	12
19-Sep-16	30
20-Sep-16	59
21-Sep-16	78
22-Sep-16	29
23-Sep-16	15
24-Sep-16	15
25-Sep-16	7
26-Sep-16	11
27-Sep-16	26
28-Sep-16	16
29-Sep-16	32
30-Sep-16	27
1-Oct-16	11
2-Oct-16	17
3-Oct-16	16
4-Oct-16	23
5-Oct-16	17
6-Oct-16	24
7-Oct-16	27
8-Oct-16	8
9-Oct-16	10
10-Oct-16	22
11-Oct-16	21
12-Oct-16	20
13-Oct-16	13
14-Oct-16	6
15-Oct-16	14
16-Oct-16	7
17-Oct-16	10
18-Oct-16	19
19-Oct-16	10
20-Oct-16	13
21-Oct-16	8
22-Oct-16	8
23-Oct-16	12
24-Oct-16	20
25-Oct-16	40
26-Oct-16	15
27-Oct-16	24
28-Oct-16	46
29-Oct-16	19
30-Oct-16	13
31-Oct-16	74
1-Nov-16	27
2-Nov-16	16
3-Nov-16	17
4-Nov-16	14
5-Nov-16	9
6-Nov-16	10
7-Nov-16	18
8-Nov-16	21
9-Nov-16	35
10-Nov-16	23
11-Nov-16	24
12-Nov-16	11
13-Nov-16	12
14-Nov-16	14
15-Nov-16	23
16-Nov-16	13
17-Nov-16	13
18-Nov-16	28
19-Nov-16	10
20-Nov-16	9
21-Nov-16	21
22-Nov-16	23
23-Nov-16	35
24-Nov-16	15
25-Nov-16	22
26-Nov-16	12
27-Nov-16	13
28-Nov-16	23
29-Nov-16	17
30-Nov-16	22
1-Dec-16	51
2-Dec-16	31
3-Dec-16	15
4-Dec-16	8
5-Dec-16	26
6-Dec-16	53
7-Dec-16	27
8-Dec-16	27
9-Dec-16	21
10-Dec-16	10
11-Dec-16	13
12-Dec-16	15
13-Dec-16	27
14-Dec-16	14
15-Dec-16	15
16-Dec-16	18
17-Dec-16	9
18-Dec-16	15
19-Dec-16	26
20-Dec-16	25
21-Dec-16	31
22-Dec-16	26
23-Dec-16	31
24-Dec-16	10
25-Dec-16	16
26-Dec-16	18
27-Dec-16	25
28-Dec-16	33
29-Dec-16	11
30-Dec-16	13
31-Dec-16	14
1-Jan-17	17
2-Jan-17	50
3-Jan-17	54
4-Jan-17	43
5-Jan-17	68
6-Jan-17	82
7-Jan-17	22
8-Jan-17	14
9-Jan-17	81
10-Jan-17	35
11-Jan-17	78
12-Jan-17	129
13-Jan-17	43
14-Jan-17	20
15-Jan-17	32
16-Jan-17	29
17-Jan-17	50
18-Jan-17	64
19-Jan-17	38
20-Jan-17	34
21-Jan-17	18
22-Jan-17	10
23-Jan-17	21
24-Jan-17	25
25-Jan-17	27
26-Jan-17	38
27-Jan-17	53
28-Jan-17	20
29-Jan-17	18
30-Jan-17	30
31-Jan-17	35
1-Feb-17	31
2-Feb-17	49
3-Feb-17	33
4-Feb-17	9
5-Feb-17	10
6-Feb-17	34
7-Feb-17	26
8-Feb-17	43
9-Feb-17	50
10-Feb-17	44
11-Feb-17	24
12-Feb-17	11
13-Feb-17	54
14-Feb-17	44
15-Feb-17	30
16-Feb-17	25
17-Feb-17	12
18-Feb-17	25
19-Feb-17	19
20-Feb-17	24
21-Feb-17	33
22-Feb-17	27
23-Feb-17	49
24-Feb-17	74
25-Feb-17	23
26-Feb-17	25
27-Feb-17	35
28-Feb-17	41
1-Mar-17	32
2-Mar-17	40
3-Mar-17	84
4-Mar-17	25
5-Mar-17	20
6-Mar-17	40
7-Mar-17	31
8-Mar-17	43
9-Mar-17	55
10-Mar-17	140
11-Mar-17	152
12-Mar-17	31
13-Mar-17	53
14-Mar-17	23
15-Mar-17	25
16-Mar-17	19
17-Mar-17	47
18-Mar-17	18
19-Mar-17	20
20-Mar-17	33
21-Mar-17	23
22-Mar-17	32
23-Mar-17	26
24-Mar-17	39
25-Mar-17	12
26-Mar-17	18
27-Mar-17	14
28-Mar-17	23
29-Mar-17	26
30-Mar-17	18
31-Mar-17	21
1-Apr-17	10
2-Apr-17	11
3-Apr-17	18
