date	mentions
22-Nov-16	37
23-Nov-16	25
24-Nov-16	20
25-Nov-16	22
26-Nov-16	19
27-Nov-16	3
28-Nov-16	30
29-Nov-16	28
30-Nov-16	32
1-Dec-16	22
2-Dec-16	16
3-Dec-16	3
4-Dec-16	3
5-Dec-16	12
6-Dec-16	30
7-Dec-16	25
8-Dec-16	19
9-Dec-16	14
10-Dec-16	5
11-Dec-16	14
12-Dec-16	15
13-Dec-16	38
14-Dec-16	32
15-Dec-16	20
16-Dec-16	13
17-Dec-16	5
18-Dec-16	3
19-Dec-16	14
20-Dec-16	24
21-Dec-16	31
22-Dec-16	21
23-Dec-16	8
24-Dec-16	7
25-Dec-16	5
26-Dec-16	13
27-Dec-16	11
28-Dec-16	8
29-Dec-16	9
30-Dec-16	7
31-Dec-16	4
1-Jan-17	2
2-Jan-17	11
3-Jan-17	17
4-Jan-17	13
5-Jan-17	13
6-Jan-17	16
7-Jan-17	7
8-Jan-17	2
9-Jan-17	14
10-Jan-17	41
11-Jan-17	74
12-Jan-17	40
13-Jan-17	26
14-Jan-17	5
15-Jan-17	2
16-Jan-17	25
17-Jan-17	28
18-Jan-17	21
19-Jan-17	36
20-Jan-17	25
21-Jan-17	5
22-Jan-17	6
23-Jan-17	29
24-Jan-17	17
25-Jan-17	10
26-Jan-17	23
27-Jan-17	51
28-Jan-17	10
29-Jan-17	7
30-Jan-17	19
31-Jan-17	7
1-Feb-17	18
2-Feb-17	26
3-Feb-17	25
4-Feb-17	4
5-Feb-17	3
6-Feb-17	25
7-Feb-17	51
8-Feb-17	55
9-Feb-17	26
10-Feb-17	28
11-Feb-17	26
12-Feb-17	3
13-Feb-17	11
14-Feb-17	16
15-Feb-17	26
16-Feb-17	14
17-Feb-17	17
18-Feb-17	4
19-Feb-17	3
20-Feb-17	5
21-Feb-17	22
22-Feb-17	37
23-Feb-17	30
24-Feb-17	17
25-Feb-17	7
26-Feb-17	7
27-Feb-17	37
28-Feb-17	82
1-Mar-17	40
2-Mar-17	26
3-Mar-17	25
4-Mar-17	1
5-Mar-17	14
6-Mar-17	56
7-Mar-17	37
8-Mar-17	21
9-Mar-17	40
10-Mar-17	41
11-Mar-17	3
12-Mar-17	3
13-Mar-17	25
14-Mar-17	20
15-Mar-17	20
16-Mar-17	38
17-Mar-17	20
18-Mar-17	2
19-Mar-17	6
20-Mar-17	79
21-Mar-17	33
22-Mar-17	25
23-Mar-17	11
24-Mar-17	24
25-Mar-17	5
26-Mar-17	8
27-Mar-17	16
28-Mar-17	16
29-Mar-17	26
30-Mar-17	49
31-Mar-17	19
1-Apr-17	2
2-Apr-17	2
